0 0.016446 0.0426373 0.0487436 0.0837336 0.0792795 0.121804 0.10695 0.155471 0.130755 0.18352 0.149834 0.204935 0.163498 0.218944 0.171253 0.22504 0.172818 0.223002 0.168137 0.212904 0.157379 0.195111 0.140933 0.170266 0.119393 0.139268 0.0935383 0.103236 0.0643027 0.0634729 0.0327431 0.0214156 0 
0 0.0210985 0.0322584 0.0625329 0.0633509 0.101707 0.0921537 0.137206 0.117626 0.167745 0.138847 0.192222 0.155049 0.209751 0.165648 0.219699 0.17026 0.221707 0.168718 0.215702 0.161078 0.2019 0.147616 0.180802 0.12882 0.153169 0.105367 0.12 0.0781059 0.0824936 0.0480221 0.0420059 0.0162026 0 
0 0.0158374 0.0410588 0.0469397 0.0806336 0.0763456 0.117294 0.102992 0.149715 0.125916 0.176725 0.144289 0.197348 0.157448 0.210838 0.164915 0.216708 0.166422 0.214745 0.161915 0.205021 0.151555 0.187887 0.135717 0.163963 0.114975 0.134112 0.0900767 0.099414 0.0619231 0.0611229 0.0315313 0.0206228 0 
0 0.0199885 0.030562 0.059243 0.0600193 0.0963563 0.0873074 0.129987 0.11144 0.15892 0.131545 0.182109 0.146895 0.198716 0.156937 0.20814 0.161306 0.210043 0.159845 0.204353 0.152607 0.191278 0.139853 0.17129 0.122045 0.14511 0.0998258 0.113686 0.0739985 0.0781535 0.0454967 0.0397959 0.0153505 0 
0 0.0147419 0.0382173 0.0436928 0.0750534 0.0710645 0.109177 0.0958678 0.139354 0.117206 0.164495 0.134308 0.183691 0.146556 0.196247 0.153508 0.201711 0.15491 0.199884 0.150714 0.190833 0.141071 0.174885 0.126329 0.152616 0.107022 0.124831 0.0838459 0.0925341 0.0576397 0.056893 0.0293502 0.0191956 0 
0 0.0182441 0.0278962 0.054073 0.0547841 0.0879476 0.0796919 0.118643 0.10172 0.145051 0.120071 0.166217 0.134082 0.181374 0.143248 0.189977 0.147236 0.191713 0.145902 0.18652 0.139296 0.174586 0.127655 0.156342 0.1114 0.132447 0.0911183 0.103765 0.0675438 0.0713333 0.0415282 0.0363231 0.0140115 0 
0 0.0131595 0.0341131 0.0390027 0.0669932 0.0634364 0.097452 0.0855772 0.124389 0.104625 0.14683 0.119892 0.163964 0.130825 0.175172 0.13703 0.180049 0.138282 0.178418 0.134537 0.170339 0.125928 0.156103 0.112769 0.136226 0.0955338 0.111425 0.0748457 0.0825966 0.0514525 0.0507831 0.0261997 0.0171341 0 
0 0.0158655 0.024261 0.0470231 0.0476451 0.0764812 0.0693072 0.103175 0.0884643 0.12614 0.104424 0.144546 0.11661 0.157727 0.124581 0.165208 0.128049 0.166718 0.12689 0.162202 0.121144 0.151824 0.11102 0.135958 0.0968829 0.115179 0.0792446 0.0902367 0.0587421 0.062033 0.0361166 0.0315873 0.0121857 0 
0 0.0110901 0.0287459 0.0328696 0.0564529 0.0534611 0.0821195 0.0721203 0.104818 0.0881729 0.123728 0.101039 0.138167 0.110253 0.147611 0.115482 0.151721 0.116537 0.150347 0.113381 0.143539 0.106126 0.131543 0.0950362 0.114793 0.0805112 0.093894 0.0630763 0.0696014 0.0433617 0.0427932 0.0220799 0.0144383 0 
0 0.0128526 0.0196564 0.0380932 0.0386023 0.0619571 0.0561531 0.0835817 0.0716744 0.102185 0.0846051 0.117096 0.094478 0.127774 0.100936 0.133834 0.103746 0.135058 0.102807 0.131399 0.0981516 0.122992 0.0899489 0.110139 0.0784952 0.093306 0.0642045 0.0731004 0.0475932 0.0502527 0.0292619 0.0255888 0.0098729 0 
0 0.00853393 0.0221159 0.0252934 0.0434325 0.0411386 0.0631794 0.055497 0.0806428 0.0678496 0.0951915 0.07775 0.1063 0.0848402 0.113566 0.0888641 0.116728 0.0896762 0.115671 0.0872472 0.110433 0.0816649 0.101204 0.0731309 0.088317 0.0619539 0.0722382 0.0485376 0.0535484 0.0333671 0.0329233 0.0169906 0.0111083 0 
0 0.00920537 0.0140824 0.0272834 0.0276559 0.0443753 0.0402298 0.0598634 0.0513497 0.0731879 0.0606137 0.0838672 0.0676869 0.0915153 0.0723138 0.0958558 0.074327 0.0967318 0.0736539 0.0941117 0.0703187 0.0880901 0.0644421 0.0788847 0.0562363 0.0668283 0.045998 0.0523564 0.0340972 0.0359923 0.0209641 0.0183274 0.00707324 0 
0 0.00549083 0.0142231 0.016274 0.0279321 0.0264691 0.0406316 0.0357074 0.0518626 0.0436552 0.0612191 0.0500252 0.068363 0.0545872 0.073036 0.0571762 0.0750694 0.0576987 0.0743896 0.0561359 0.0710211 0.0525441 0.0650857 0.0470533 0.056798 0.0398618 0.0464574 0.0312297 0.0344378 0.0214688 0.0211735 0.0109319 0.00714389 0 
0 0.00492384 0.00753909 0.0145936 0.0148057 0.0237358 0.0215372 0.0320202 0.0274903 0.0391473 0.0324498 0.0448596 0.0362365 0.0489504 0.0387135 0.0512721 0.0397913 0.0517407 0.0394309 0.0503392 0.0376454 0.0471184 0.0344993 0.0421945 0.0301064 0.0357457 0.0246252 0.0280048 0.0182541 0.0192519 0.0112232 0.00980309 0.00378669 0 
0 0.00196083 0.00506539 0.00581162 0.00994769 0.00945236 0.0144705 0.0127515 0.0184702 0.0155897 0.0218025 0.0178645 0.0243467 0.0194936 0.0260109 0.0204182 0.0267351 0.0206048 0.026493 0.0200467 0.0252933 0.018764 0.0231795 0.0168032 0.0202279 0.014235 0.0165453 0.0111524 0.0122646 0.00766671 0.00754068 0.0039039 0.00254421 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
